Date,Open,High,Low,Close,Volume
2025-04-10,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,4800.0
2025-04-11,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,104300.0
2025-04-14,9.970000267028809,10.039999961853027,9.970000267028809,10.029999732971191,1800.0
2025-04-15,10.029999732971191,10.029999732971191,10.010000228881836,10.029999732971191,3400.0
2025-04-16,10.029999732971191,10.039999961853027,10.020000457763672,10.039999961853027,1700.0
2025-04-17,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,600.0
2025-04-21,10.039999961853027,10.050000190734863,10.010000228881836,10.017999649047852,25700.0
2025-04-22,10.039999961853027,10.050000190734863,10.029999732971191,10.039999961853027,3500.0
2025-04-23,10.039999961853027,10.050000190734863,10.039999961853027,10.050000190734863,175300.0
2025-04-24,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0.0
2025-04-25,10.02400016784668,10.0649995803833,10.02400016784668,10.050000190734863,134000.0
2025-04-28,10.069999694824219,10.079999923706055,10.039999961853027,10.050000190734863,110100.0
2025-04-29,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,190100.0
2025-04-30,10.050000190734863,10.0600004196167,10.050000190734863,10.050000190734863,101000.0
2025-05-01,10.050000190734863,10.09000015258789,10.050000190734863,10.09000015258789,28900.0
2025-05-02,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0.0
2025-05-05,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0.0
2025-05-06,10.071000099182129,10.071000099182129,10.0600004196167,10.0600004196167,400.0
2025-05-07,10.064000129699707,10.076000213623047,10.0600004196167,10.0600004196167,4400.0
2025-05-08,10.0600004196167,10.079999923706055,10.0600004196167,10.079999923706055,300900.0
2025-05-09,10.085000038146973,10.085000038146973,10.069999694824219,10.069999694824219,88300.0
2025-05-12,10.079999923706055,10.25,10.079999923706055,10.149999618530273,10900.0
2025-05-13,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,200.0
2025-05-14,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0.0
2025-05-15,10.0600004196167,10.109999656677246,10.0600004196167,10.109999656677246,10600.0
2025-05-16,10.149999618530273,10.25,10.149999618530273,10.23900032043457,800.0
2025-05-19,10.069999694824219,10.140000343322754,10.050000190734863,10.140000343322754,44600.0
2025-05-20,10.140000343322754,10.140000343322754,10.140000343322754,10.140000343322754,0.0
2025-05-21,10.1899995803833,10.1899995803833,10.119999885559082,10.119999885559082,300.0
2025-05-22,10.130000114440918,10.220000267028809,10.130000114440918,10.220000267028809,300.0
2025-05-23,10.210000038146973,10.210000038146973,10.109999656677246,10.109999656677246,200.0
2025-05-27,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,100.0
2025-05-28,10.130000114440918,10.130000114440918,10.109999656677246,10.119999885559082,9500.0
2025-05-29,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,0.0
2025-05-30,10.220000267028809,10.220000267028809,10.15999984741211,10.15999984741211,3000.0
2025-06-02,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0.0
2025-06-03,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,600.0
2025-06-04,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0.0
2025-06-05,10.149999618530273,10.175000190734863,10.149999618530273,10.159000396728516,500.0
2025-06-06,10.159000396728516,10.159000396728516,10.159000396728516,10.159000396728516,0.0
2025-06-09,10.15999984741211,10.25,10.149999618530273,10.180000305175781,31500.0
2025-06-10,10.180000305175781,10.1899995803833,10.180000305175781,10.1899995803833,300.0
2025-06-11,10.1899995803833,10.1899995803833,10.1899995803833,10.1899995803833,100.0
2025-06-12,10.1899995803833,10.222000122070312,10.1899995803833,10.1899995803833,700.0
2025-06-13,10.1899995803833,10.1899995803833,10.1899995803833,10.1899995803833,0.0
2025-06-16,10.25,10.25,10.199999809265137,10.199999809265137,3100.0
2025-06-17,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0.0
2025-06-18,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0.0
2025-06-20,10.25,10.25,10.199999809265137,10.199999809265137,500.0
2025-06-23,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,100.0
2025-06-24,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,100.0
2025-06-25,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0.0
2025-06-26,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,0.0
2025-06-27,10.21500015258789,10.239999771118164,10.180000305175781,10.239999771118164,2000.0
2025-06-30,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-01,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-02,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-03,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-07,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-08,10.239999771118164,10.239999771118164,10.239999771118164,10.239999771118164,0.0
2025-07-09,10.496999740600586,10.496999740600586,10.34000015258789,10.383000373840332,2700.0
2025-07-10,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-11,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-14,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-15,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-16,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-17,10.383000373840332,10.383000373840332,10.383000373840332,10.383000373840332,0.0
2025-07-18,,,,,
